SMILES,Molecule Name,LogS
CC(=O)N1CCN(CCOc2cc3[nH]c4c(=O)n(C)ccc4c3cc2F)CC1,E-0016462,-3.6108339156354674
Cn1ccc2c([nH]c3cc(OCCN4CCOCC4)cnc32)c1=O,E-0016463,-3.6090648928966207
Cc1c(N)c(-c2ccc(OCCN3C[C@H]4C[C@@H]3CO4)cc2)cc2cnccc12,E-0016464,-3.677780705266081
Cc1c(N)c(-c2ccc(OCCN3C[C@@H]4C[C@H]3CO4)cc2)cc2cnccc12,E-0016465,-3.636388020107856
Brc1nn(-c2ccc(OCCN3CCCCC3)cc2)c2cccnc12,E-0016466,-3.617982957425132
N#Cc1nn(-c2ccc(OCCN3CCCCC3)cc2)c2cccnc12,E-0016467,-3.614393726401688
CNc1ccc(-n2nc(C(N)=O)c3ncccc32)cc1,E-0016468,-4.074687908500351
CNc1ccc(-n2nc(C#N)c3ncccc32)cc1,E-0016469,-5.166215625343521
Nc1c(-c2ccc(OCCN3CCCCC3)cn2)cc(Br)c2ccncc12,E-0016470,-4.187086643357144
Nc1c(Br)cc(-c2ccc(OCCN3CCCCC3)cn2)c2ccncc12,E-0016471,-3.542118103266008
Cc1c(OCCN2CCOCC2)ccc(-c2ccc3ccncc3n2)c1N,E-0016472,-4.815308569182402
Cc1c(OCCN2CCOCC2)ccc(-c2ccnc3cnccc23)c1N,E-0016473,-3.580044251510242
Cc1c(N)c(-c2ccc(O[C@@H](C)CN(C)C)c(F)c2)cc2cnccc12,E-0016474,-3.696803942579512
Cc1c(N)c(-c2ccc(O[C@H](C)CN(C)C)c(F)c2)cc2cnccc12,E-0016475,-3.7328282715969854
Cc1c(N)c(-c2ccc(OC[C@H](C)N(C)C)c(F)c2)cc2cnccc12,E-0016476,-3.714442690992226
Cc1c(N)c(-c2ccc(OC[C@@H](C)N(C)C)c(F)c2)cc2cnccc12,E-0016477,-3.679853713888946
N#Cc1cnn2c(-c3ccc(OCCN4CCCCC4)cc3)ccnc12,E-0016478,-3.549750891680639
c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2nc[nH]c2c1,E-0016479,-3.632644078973981
c1cc2ncc(-c3ccc(OCCN4CCCCC4)cc3)cn2n1,E-0016480,-3.583359492661719
C[C@@H](COc1ccc(-c2cnc3c(C#N)cnn3c2)cc1)N1CCC1,E-0016481,-3.595166283380062
C[C@H](COc1ccc(-c2cnc3c(C#N)cnn3c2)cc1)N1CCC1,E-0016482,-3.552841968657781
CCN(C)CCOc1ccc(-c2cnc3c(C#N)cnn3c2)cc1,E-0016483,-3.5654310959658013
N#Cc1cnn2cc(-c3ccc(OCCN4CCOCC4)c(F)c3)cnc12,E-0016484,-4.82102305270683
N#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2cnncc2c1,E-0016485,-3.619788758288394
N#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnncc12,E-0016486,-3.5606673061697376
Cc1c(N)c(-c2cccc3nnn(CCN4CCCCC4)c23)cc2cnccc12,E-0016487,-3.6020599913279625
Cc1c(N)c(-c2cccc3nn(CCN4CCCCC4)nc23)cc2cnccc12,E-0016488,-3.6216020990518634
CC(=O)N(CCN(C)C)c1ccc(-c2cc3cnccc3c(C)c2N)cc1,E-0016489,-3.6345120151091
Cc1cccc(-c2ccc(OCC(C)(C)N(C)C)cc2)c1N,E-0016490,-3.571865205971211
Nc1cc2ncccc2cc1-c1ccc(OCCN2CCCCC2)cc1,E-0016491,-3.58838029403677
Cc1nnc(-c2ccc3ccn(C4CCN(c5ccncc5)CC4)c(=O)c3c2)s1,E-0016492,-4.436518914605589
COc1cccc(Nc2ccnc3c(C)cc(C(=N)N)cc23)c1,E-0016493,-3.586700235918748
COc1cccc(Sc2cc(C)nc3ccc(C(=N)N)cc23)c1,E-0016494,-3.5917600346881504
COc1cccc(N(C)c2cc(C)nc3ccc(C(=N)N)cc23)c1,E-0016495,-3.543633966870957
COc1cccc(Nc2cc(C)nc3ccc(C#N)cc23)c1,E-0016496,-5.416801226031377
CNC(=N)c1ccc2nc(C)cc(Oc3cccc(OC)c3)c2c1,E-0016497,-3.630784142589857
CNC(=O)c1ccc2nc(C)cc(Oc3cccc(OC)c3)c2c1,E-0016498,-3.9172146296835497
CNC(=O)c1ccc2nc(C)cc(Sc3cccc(OC)c3)c2c1,E-0016499,-4.910094888560602
NCc1cccc(CN2CCN(c3ccc4ncccc4c3)C2=O)c1,E-0016500,-3.575118363368933
C[C@@H](NC(=O)Nc1ccc2ncccc2c1)c1cccc(CN)c1,E-0016501,-3.540607512240769
C[C@H](NC(=O)Nc1ccc2ncccc2c1)c1cccc(CN)c1,E-0016502,-3.539102157243452
C[C@@H](C(=O)Nc1ccc2ncccc2c1)c1cccc(CN)c1,E-0016503,-3.598599459218456
C[C@H](C(=O)Nc1ccc2ncccc2c1)c1cccc(CN)c1,E-0016504,-3.5686362358410126
C[C@@H](C(=O)Nc1cccc(CN)c1)c1ccc2ncccc2c1,E-0016505,-3.603800652904264
C[C@H](C(=O)Nc1cccc(CN)c1)c1ccc2ncccc2c1,E-0016506,-3.5590909179347823
CC(C)(C(=O)Nc1cccc(CN)c1)c1ccc2ncccc2c1,E-0016507,-3.5543957967264026
CN(Cc1cccc(CN)c1)C(=O)Nc1ccc2nnsc2c1,E-0016508,-3.5816987086802543
CN(Cc1cccc(CN)c1)C(=O)N(C)c1ccc2nnsc2c1,E-0016509,-3.5072396109731625
Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(C3CCOCC3)ccc21,E-0016510,-5.319664486585436
Cc1cc(N2CCC(NC(=O)c3cc4cc(-c5nnc(C)s5)ccn4n3)CC2)ccn1,E-0016511,-3.910094888560602
Cc1nnc(-c2ccn3nc(C(=O)NC4CCN(c5ccnnc5)CC4)cc3c2)s1,E-0016512,-5.341988603342887
Cc1nnc(-c2ccc3nc(C(=O)NC4CCN(c5ccncc5)CC4)cn3c2)s1,E-0016513,-3.5543957967264026
Cc1nnc(-c2ccn3nc(C(=O)NC4CCN(c5cccnc5)CC4)cc3c2)s1,E-0016514,-5.025488307262672
Cn1cc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)cn1,E-0016515,-4.359518563029578
Cc1nnc(-c2ccn3nc(C(=O)N4CCC(N(C)c5ccncc5)CC4)cc3c2)s1,E-0016516,-3.570247719997592
C[C@H](COc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12)N1CCCCC1,E-0016517,-3.58838029403677
C[C@@H](COc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12)N1CCCCC1,E-0016518,-3.5917600346881504
O=c1c2[nH]c3cc(OCCN4CCCCC4)ccc3c2ccn1C1CC1,E-0016519,-3.5900668766687054
Cn1ccc(-c2ccc3c(c2)cc(CN2CCCCC2)n3C)cc1=O,E-0016520,-3.6020599913279625
C[C@@H](CN1CCCCC1)Oc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,E-0016521,-3.6819366650372394
C[C@H](CN1CCCCC1)Oc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,E-0016522,-3.612610173661271
CN(C)C(=O)CCn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,E-0016523,-3.6020599913279625
CCN(C)C1(C#Cc2c(F)ccc3c2[nH]c2c(=O)n(C)ccc23)CC1,E-0016524,-4.540607512240769
CCN(C)C1(C#Cc2c(F)ccc3c4ccn(C)c(=O)c4n(C)c23)CC1,E-0016525,-5.323306390375134
Cc1cn(C)c(=O)c2[nH]c3cc(NCCN4CCCCC4)ccc3c12,E-0016526,-3.595166283380062
CN1CCN(CCOc2cc3[nH]c4c(=O)n(C)ccc4c3cc2F)CC1,E-0016527,-3.596879478824182
CN1CCN(CCOc2ccc3c([nH]c4c(=O)n(C)ccc43)c2F)CC1,E-0016528,-3.5917600346881504
Cn1cnc2c(oc3cc(OCCN4CCCCC4)ccc32)c1=O,E-0016529,-3.5900668766687054
COC1CCN(CCOc2ccc3c(c2)oc2c(=O)n(C)cnc23)CC1,E-0016530,-3.6216020990518634
COC1CCN(CCOc2cnc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,E-0016531,-3.6516951369518393
Cn1ccc2c([nH]c3cc(NC(=O)CCCN4CCCCC4)ccc32)c1=O,E-0016532,-3.605548319173784
Cn1ccc2c([nH]c3c(CCC4(C)CNC4)c(F)ccc32)c1=O,E-0016533,-3.600326278518962
Cc1cn(C)c(=O)c2[nH]c3cc(N(C)CCN4CCCCC4)ccc3c12,E-0016534,-3.690369832574101
NC(=O)c1nn(-c2ccc(OCCN3CCCCC3)cc2)c2cccnc12,E-0016535,-3.600326278518962
O=c1[nH]cnc2cn(-c3ccc(OCCN4CCCCC4)cc3)nc12,E-0016536,-3.486782399932061
CNc1ccc(-n2cc3nc[nH]c(=O)c3n2)cc1,E-0016537,-3.5900668766687054
CNc1ccc(-n2cnc3c[nH]nc3c2=O)cc1,E-0016538,-3.518557371497695
Cn1c(=O)oc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c21,E-0016539,-3.774690718274137
N#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc12,E-0016540,-4.370590400897281
Cc1nc(-c2cc(Br)c(N)c3cnccc23)ccc1OCCN1CCCCC1,E-0016541,-4.723538195826756
CNC(=O)c1ccc(-c2cc3cnccc3c(C)c2NC)cc1,E-0016542,-3.598599459218456
CNc1c(-c2ccc(C(N)=O)c(F)c2)cc2cnccc2c1C,E-0016543,-3.603800652904264
CNc1c(-c2ccc(-c3ncc[nH]3)cc2)cc2cnccc2c1C,E-0016544,-4.23284413391782
N#Cc1cnn2cc(-c3ccc(OCCN4CCC[C@H](F)C4)cc3)cnc12,E-0016545,-5.328827157284917
N#Cc1cnn2cc(-c3ccc(OCCN4CCC[C@@H](F)C4)cc3)cnc12,E-0016546,-5.070581074285707
CNc1c(C)cccc1-c1ccc(-c2ncc[nH]2)cc1,E-0016547,-4.7121982700697735
CNc1c(C)cccc1-c1ccc(-c2cn[nH]c2)cc1,E-0016548,-4.500312917381596
Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,E-0016549,-3.603800652904264
Clc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,E-0016550,-4.030584087646019
N#Cc1cc2ncc(-c3ccc(OCCN4CCCCC4)cc3)cn2n1,E-0016551,-3.9281179926938745
N#Cc1cnn2cc(-c3ccc(OCCN4CCOCC4)cc3)cnc12,E-0016552,-5.774174008538107
Cc1c(N)c(-c2ccc([C@@H](O)CCN(C)C)cc2)cc2cnccc12,E-0016553,-3.576754126063192
Cc1c(N)c(-c2ccc([C@H](O)CCN(C)C)cc2)cc2cnccc12,E-0016554,-3.578396073130169
CNc1c(C)cc(-c2ccccn2)cc1-c1ccc(OCCN2CCCCC2)cc1,E-0016555,-3.688246138944246
COCCCN[C@@H](C)COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,E-0016556,-3.616184634019569
COCCCN[C@H](C)COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,E-0016557,-3.596879478824182
Cc1c(N)c(-c2ccc(OCCN3CC(N)C3)cc2)cc2cnccc12,E-0016558,-3.6516951369518393
COc1cccc(Nc2cc(C(C)C)nc3ccc(C(=N)N)cc23)c1,E-0016559,-3.714442690992226
CNC(=O)c1ccc2nc(C)cc(N(C)c3cccc(OC)c3)c2c1,E-0016560,-3.567030709125594
NCc1cccc(COC(=O)Nc2ccc3nnsc3c2)c1,E-0016561,-3.5590909179347823
C[C@@H](NC(=O)Nc1ccc2nnsc2c1)c1cccc(CN)c1,E-0016562,-3.5543957967264026
C[C@@H](OC(=O)Nc1ccc2nnsc2c1)c1cccc(CN)c1,E-0016563,-3.603800652904264
C[C@H](OC(=O)Nc1ccc2nnsc2c1)c1cccc(CN)c1,E-0016564,-3.542118103266008
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-c3nnc(C4CC4)s3)ccn2n1,E-0016565,-4.107905397309519
Cc1nnc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)o1,E-0016566,-3.5287082889410613
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-c3ccccn3)ccn2n1,E-0016567,-3.600326278518962
Cc1cnc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)s1,E-0016568,-4.913640169325252
Cc1ncc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)s1,E-0016569,-3.9430951486635273
Cc1nnc(-c2ccn3nc(C(=O)N(C)C4CCN(c5ccncc5)CC4)cc3c2)s1,E-0016570,-3.562249437179612
Cc1nnc(-c2ccn3nc(C(=O)NC4CN(c5ccncc5)C4)cc3c2)s1,E-0016571,-3.5072396109731625
Cn1ccc(Nc2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)n1,E-0016572,-3.578396073130169
Cn1cc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)ncc1=O,E-0016573,-3.539102157243452
Cn1cc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)ccc1=O,E-0016574,-4.132532512140949
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(Nc3ncco3)ccn2n1,E-0016575,-3.58838029403677
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-c3cn[nH]c3)ccn2n1,E-0016576,-4.2403321553103694
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-c3cc[nH]n3)ccn2n1,E-0016577,-4.860120913598763
Cn1ccc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)n1,E-0016578,-4.173925197299173
Cn1ncc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)n1,E-0016579,-3.630784142589857
Cc1nnc(-c2ccc3c(c2)cc(C(=O)N2CCC(N(C)c4ccncc4)CC2)n3C)s1,E-0016580,-3.543633966870957
Cc1nnc(-c2ccn3nc(C(=O)N4CCC(Nc5ccncc5)CC4)cc3c2)s1,E-0016581,-3.593459819566045
Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(N3CCOCC3)ccc21,E-0016582,-4.4723700991286615
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(N3CCOCC3)ccn2n1,E-0016583,-3.600326278518962
O=c1[nH]c2ccc3ncsc3c2n1Cc1cnc[nH]1,E-0016584,-3.567030709125594
Cn1ccc(-c2ccc3nc(CN4CCCCC4)ccc3c2)cc1=O,E-0016585,-3.607303046740334
Cn1cc(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)cn1,E-0016586,-3.896196279044043
C[C@@H]1CCC[C@H](C)N1CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,E-0016587,-3.600326278518962
C[C@@H]1CCC[C@H](C)N1C(=O)COc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,E-0016588,-4.761953896871205
CNC(=O)/C=C/c1ccc(-c2ncc(N(C)[C@H]3C[C@H]4CC[C@@H](C3)N4)nn2)c(O)c1,E-0016589,-3.5900668766687054
Cn1ccc2c(oc3cc(OCCN4CCOCC4)ccc32)c1=O,E-0016590,-3.607303046740334
COC1CCN(CCOc2ccc3c(c2)oc2c(=O)n(C)ccc23)CC1,E-0016591,-3.600326278518962
Cn1cnc2c(oc3cc(OCCN4CCOCC4)ccc32)c1=O,E-0016592,-3.5900668766687054
O=C(CN1CCCCC1)Nc1ccc2c(c1)[nH]c1c(=O)n(C(F)F)ccc12,E-0016593,-5.935542010773082
COCCn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,E-0016594,-3.607303046740334
CNC(=O)CCn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,E-0016595,-3.612610173661271
CC(C)N1CCN(CCOc2ccc3c([nH]c4c(=O)n(C)ccc43)c2F)CC1,E-0016596,-3.5850266520291822
Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CCCCC4)cnc3c12,E-0016597,-3.595166283380062
Cn1ccc(-c2ccc(OCCN3CCCCC3)cc2)c(N)c1=O,E-0016598,-3.596879478824182
O=c1c2[nH]c3cc(OCCN4CCCCC4)ccc3c2ccn1C(F)F,E-0016599,-3.612610173661271
Cn1ccc(-c2cccc(OCCN3CCCCC3)c2)c(N)c1=O,E-0016600,-3.596879478824182
Cn1cnc(-c2cccc(OCCN3CCCCC3)c2)c(N)c1=O,E-0016601,-3.58838029403677
Cc1c(N)c(-c2ccc(OC[C@@H](C)N3CC[C@H](F)C3)cc2)cc2cnccc12,E-0016602,-3.6108339156354674
Cc1c(N)c(-c2ccc(OC[C@H](C)N3CC[C@H](F)C3)cc2)cc2cnccc12,E-0016603,-3.6216020990518634
Cc1cccc(-c2ccc(OCCN3CC[C@@H](F)C3)cc2)c1N,E-0016604,-3.5606673061697376
NC(=O)c1cc2ncc(-c3ccc(OCCN4CCCCC4)cc3)cn2n1,E-0016605,-3.5543957967264026
Cc1cccc(-c2ccc(OCCN3CC[C@H](F)C3)cc2)c1N,E-0016606,-3.570247719997592
COCCCN(C)[C@@H](C)COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,E-0016607,-3.521433504406157
CNc1c(-c2ccc(C(=O)N(C)C)cc2)cc2cnccc2c1C,E-0016608,-3.5100415205751654
CNc1c(-c2ccc(-c3c[nH]cn3)cc2)cc2cnccc2c1C,E-0016609,-4.36251027048749
COCCCN(C)[C@H](C)COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,E-0016610,-3.6090648928966207
CCN(C)CCNC(=O)COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,E-0016611,-3.58838029403677
CNc1c(-c2ccc(-c3cn[nH]c3)cc2)cc2cnccc2c1C,E-0016612,-5.925183559354825
CNc1c(-c2ccc(C(N)=O)nc2)cc2cnccc2c1C,E-0016613,-4.334419008982047
Cc1cccc(-c2ccc3oc(CN4CCCCC4)cc3c2)c1N,E-0016614,-4.163675884293248
CC(=O)NCCCN(C)CCOc1ccc(-c2cc3cnccc3c(C)c2N)cc1,E-0016615,-3.586700235918748
CNc1c(C)cccc1-c1ccc(-c2ccn[nH]2)cc1,E-0016616,-4.200659450546418
CNc1c(-c2ccc(-c3ccn[nH]3)cc2)cc2cnccc2c1C,E-0016617,-5.043831569524636
N#Cc1cnn2cc(-c3ccc(OCCN4CC5CCC(C4)O5)cc3)cnc12,E-0016618,-5.454692883534176
N#Cc1cnn2cc(-c3ccc(C(N)=O)cc3)cnc12,E-0016619,-5.6020599913279625
CNc1c(C)cccc1-c1ccc(-c2c[nH]cn2)cc1,E-0016620,-3.596879478824182
c1cc(N2CCC(n3cnc(-c4ccc5ncsc5c4)c3)CC2)ccn1,E-0016621,-3.628932137728264
COc1cccc(Nc2cc(C)nc3c(C)cc(C#N)cc23)c1,E-0016622,-5.688246138944246
COc1cccc(Oc2ccnc3ccc(C(=N)N)cc23)c1,E-0016623,-3.542118103266008
NCc1cccc(C2(OC(=O)Nc3ccc4ncccc4c3)CC2)c1,E-0016624,-3.5466816599529625
C[C@H](NC(=O)Nc1ccc2nnsc2c1)c1cccc(CN)c1,E-0016625,-3.595166283380062
O=C(NC1CCN(c2ccncc2Cl)CC1)c1cc2cc(-c3nnc(C4CC4)s3)ccn2n1,E-0016626,-5.911155437272996
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-n3ccnc3)ccn2n1,E-0016627,-3.54821356447571
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-c3cnc[nH]3)ccn2n1,E-0016628,-4.452225294612178
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(-n3cccn3)ccn2n1,E-0016629,-4.100179497572904
Cc1nc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)c[nH]1,E-0016630,-3.744727494896694
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(Nc3nccs3)ccn2n1,E-0016631,-4.367542707815276
Cc1csc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)n1,E-0016633,-4.718966632752273
CN1CCN(c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)CC1,E-0016634,-3.578396073130169
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(C3CCOCC3)ccn2n1,E-0016635,-4.412289034981089
Cn1ccc2c([nH]c3cc(OCCc4ccccn4)ccc32)c1=O,E-0016636,-5.06398920428479
Cn1ccc2c([nH]c3cc(OCCc4ccncc4)ccc32)c1=O,E-0016637,-4.962573502059376
CC(C)N1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,E-0016638,-3.598599459218456
C[C@H]1CCC[C@H](C)N1CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,E-0016639,-3.607303046740334
C[C@@H]1CCC[C@@H](C)N1C(=O)COc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,E-0016641,-4.832682665251824
Cn1ccc2c([nH]c3cc(OCC(=O)N4CC5(COC5)C4)ccc32)c1=O,E-0016642,-3.665546248849069
CN1CCN(C(=O)COc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,E-0016643,-3.617982957425132
Cn1ccc2c(sc3cc(OCCN4CCCCC4)ccc32)c1=O,E-0016644,-3.6216020990518634
O=c1c2[nH]c3cc(OCCN4CCCCC4)ccc3c2ccn1CC1COC1,E-0016646,-3.607303046740334
Cn1ccc(-c2ccc(OCCN3CCCCC3)cn2)c(N)c1=O,E-0016648,-3.5686362358410126
Cn1cnc(-c2ccc(OCCN3CCCCC3)cc2)c(N)c1=O,E-0016649,-3.600326278518962
Cn1ccc(-c2ncc(OCCN3CCCCC3)cn2)c(N)c1=O,E-0016650,-3.5590909179347823
Cn1ccc(-c2cc(OCCN3CCCCC3)ccn2)c(N)c1=O,E-0016651,-3.600326278518962
CN(C(=O)CCCN1CCCCC1)c1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,E-0016652,-3.600326278518962
Cn1cc(F)c2c([nH]c3cc(OCCN4CCOCC4)cnc32)c1=O,E-0016653,-3.598599459218456
Cn1ccc2c([nH]c3cc(N4CCNCC4)ccc32)c1=O,E-0016654,-3.6020599913279625
CCc1cc(Nc2cccc(OC)c2)c2cc(C(=N)N)ccc2n1,E-0016655,-3.889410289700751
CCc1cc(Nc2cccc(OC)c2)c2cc(C#N)ccc2n1,E-0016656,-5.396855627379818
COc1cccc(S(=O)(=O)c2cc(C)nc3ccc(C(=N)N)cc23)c1,E-0016657,-3.598599459218456
COc1cccc(S(=O)(=O)c2cc(C)nc3ccc(C#N)cc23)c1,E-0016658,-5.617982957425132
COc1cccc(Nc2nc(C)cc3ccc(C(=N)N)cc23)c1,E-0016659,-3.684029654543082
CNC(=O)c1ccc2nc(C)cc(S(=O)(=O)c3cccc(OC)c3)c2c1,E-0016660,-4.101823516502323
CNC(=O)c1ccc2cc(C)nc(Nc3cccc(OC)c3)c2c1,E-0016661,-4.665546248849069
NCc1cccc(C2(OC(=O)Nc3ccc4nnsc4c3)CC2)c1,E-0016662,-3.575118363368933
CC(C)(C)OC(=O)N1CCc2nc(Nc3ccn4nc(C(=O)NC5CCN(c6ccncc6)CC5)cc4c3)sc2C1,E-0016663,-4.235077015350112
Cc1cc(-c2ccc(OCCN3CCCCC3)cn2)c2ccncc2c1N,E-0016664,-3.578396073130169
Cc1ccnc(-c2ccc(OCCN3CCCCC3)c3cc[nH]c23)c1,E-0016665,-3.821023052706831
Cc1cc(-c2ccc(OCCN3CCCCC3)c(C)n2)c2ccncc2c1N,E-0016666,-3.6819366650372394
Cc1nc(-c2ccc(N)c3cnccc23)ccc1OCCN1CCCCC1,E-0016667,-3.578396073130169
C#Cc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc12,E-0016669,-3.614393726401688
N#Cc1cnc2cc(-c3ccc(OCCN4CCCCC4)cc3)ccn12,E-0016671,-3.903089986991944
N#Cc1cnn2cc(-c3ccc(OCCN4CCC(F)CC4)cc3)cnc12,E-0016672,-4.972242795309446
N#Cc1cnn2cc(-c3ccc(C(N)=O)c(F)c3)cnc12,E-0016673,-3.614393726401688
COCC1CN(CCOc2ccc(-c3cc4cnccc4c(C)c3N)cc2)C1,E-0016674,-3.707743928643524
O=C1NCc2c(-c3ccc(OCCN4CCCCC4)cc3)ccnc21,E-0016675,-3.5850266520291822
Clc1nccn2c(-c3ccc(OCCN4CCCCC4)cc3)cnc12,E-0016676,-3.5606673061697376
N#Cc1c[nH]c2nccc(-c3ccc(OCCN4CCCCC4)cc3)c12,E-0016677,-3.596879478824182
Cn1nc(-c2ccc(OCCN3CCCCC3)cc2)c2cccnc21,E-0016678,-3.6635402661514704
c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ncnn2c1,E-0016679,-3.5686362358410126
Cc1nnc2c(-c3ccc(OCCN4CCCCC4)cc3)cccn12,E-0016680,-3.557520230935552
c1cc(-c2ccc(OCCN3CCCCC3)cc2)n2ncnc2c1,E-0016681,-3.576754126063192
c1cnn2c(-c3ccc(OCCN4CCCCC4)cc3)cnc2c1,E-0016682,-3.576754126063192
c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2cc[nH]c2n1,E-0016683,-3.58838029403677
c1ncc2c(-c3ccc(OCCN4CCCCC4)cc3)c[nH]c2n1,E-0016684,-3.563837352959244
c1cnc2ncc(-c3ccc(OCCN4CCCCC4)cc3)n2c1,E-0016685,-3.567030709125594
c1nc(-c2ccc(OCCN3CCCCC3)cc2)c2cc[nH]c2n1,E-0016686,-3.5686362358410126
Cc1nnc(-c2ccn3nc(C(=O)NC4CC5(C4)CN(c4ccncc4)C5)cc3c2)s1,E-0016687,-3.596879478824182
O=C(NC1CCN(c2ccncc2)CC1)c1cc2cc(Nc3nc4c(s3)CNCC4)ccn2n1,E-0016688,-4.636388020107856
CN1CCc2nc(-c3ccn4nc(C(=O)NC5CCN(c6ccncc6)CC5)cc4c3)sc2C1,E-0016689,-3.7772835288524167
Cn1cnc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)c1,E-0016690,-4.339134521996131
Cc1ncc(-c2cnc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)s1,E-0016691,-4.996970529446382
Cc1cnc(-c2cnc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)s1,E-0016692,-5.154281982033341
CN1CCC(c2ccc(NC(=O)c3cc4cc(-c5cn(C)cn5)ccn4n3)cc2)CC1,E-0016693,-4.906578314837765
Cn1cnc(-c2ccn3nc(C(=O)Nc4ccc(N5CCOCC5)cc4)cc3c2)c1,E-0016694,-5.855114581712858
CN(C)c1ccc(NC(=O)c2cc3cc(-c4cn(C)cn4)ccn3n2)cc1,E-0016695,-5.406713932979542
Cn1cnc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5F)CC4)cc3c2)c1,E-0016696,-5.291579099865287
Cc1cnccc1N1CCC(NC(=O)c2cc3cc(-c4cn(C)cn4)ccn3n2)CC1,E-0016697,-4.504455662453552
C[C@@H]1CCC[C@@H](C)N1CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,E-0016698,-3.5917600346881504
CN(C)[C@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,E-0016699,-3.616184634019569
CN(C)[C@@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,E-0016700,-3.6090648928966207
Cn1ccc(-c2ccn3nc(C(=O)N4CCCCC4)cc3c2)cc1=O,E-0016701,-3.630784142589857
