SMILES,Molecule Name,Log_Caco_Papp_AB
c1cc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)cnn1,E-0013732,-4.3867926478962405
O=c1ccc(-c2cccc(Nc3ccc(CN4CCOCC4)cc3)n2)c[nH]1,E-0013734,-4.675511766692344
Nc1cc(OCCN2CCCCC2)ccc1-c1ccc2ccncc2c1,E-0013735,-4.589391457431632
COc1cccc2c1c1ccn(C[C@@H]3CCCN(C)C3)c(=O)c1n2C,E-0013745,-4.537602002101044
O=C(c1n[nH]cc1-c1ccccc1)N1[C@@H]2CC[C@H]1C[C@H](Oc1ccc(Cl)cc1)C2,E-0013753,-4.955460239607589
Cn1ccc(-c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)n1,E-0013754,-4.466355021201237
CN1CC(Cc2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2)C1,E-0013756,-5.423658649794207
Fc1cccc(-c2ccnc(Nc3ccc(NC4CCNCC4)cc3)n2)c1,E-0013758,-4.948076083953893
Nc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cc1,E-0013760,-4.916139199133427
O=C(c1n[nH]c2cccnc12)N1[C@@H]2CC[C@H]1C[C@H](Oc1ccc(Cl)cc1)C2,E-0013768,-4.475344287642223
O=C(c1n[nH]c2cc(OC(F)(F)F)ccc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0013770,-4.79317412396815
O=C(c1n[nH]c2cccnc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0013771,-4.848017604542526
O=C(c1n[nH]c2cccnc12)N1CCC(Nc2cncc(Cl)c2)CC1,E-0013772,-5.714442690992226
COCC1CN(Cc2cccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c2)C1,E-0013778,-4.698102282804792
COC1CN(Cc2cccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c2)C1,E-0013780,-4.692503962086787
CN1CCC[C@@H](Cn2ccc3c([nH]c4ccc(OCC(F)F)cc43)c2=O)C1,E-0013783,-4.835647144215563
c1cc2ccc(-c3ccc(OCCCN4CCCCC4)cc3)cc2cn1,E-0013788,-4.86359655186601
COc1cncc(-c2cn(C)c3ccc(OC4CCNC4)cc23)c1,E-0013789,-4.822175028135319
c1cc2ccc(-c3ccc(OCCCN4CCCC4)cc3)cc2cn1,E-0013793,-4.722620025332746
O=C(c1[nH]nc2cccnc12)N1C[C@H]2C[C@H](Oc3ccc(Cl)cc3)C[C@H]2C1,E-0013797,-4.593971055036385
O=C(c1n[nH]c2ccccc12)N1CCC(Nc2ccccc2)CC1,E-0013799,-4.320390428220244
O=C(c1c[nH]c2cccnc12)N1CCC(Nc2ccc(Cl)cc2)CC1,E-0013800,-4.436875039661956
O=C(c1n[nH]c2cccnc12)N1CCC(Oc2cccnc2C(F)(F)F)CC1,E-0013803,-4.996539467890494
O=c1c2[nH]c3c(F)cccc3c2ncn1CCCN1CCCCC1,E-0013807,-4.530767257493388
COc1ccc2[nH]c3c(=O)n([C@H](C)CCN4CCCCC4)ccc3c2c1,E-0013809,-4.556111453222628
COc1ccc2[nH]c3c(=O)n([C@@H](C)CCN4CCCCC4)ccc3c2c1,E-0013810,-4.6219656775426685
CCOc1ccc2[nH]c3c(=O)n(C[C@@H]4CCCN(C)C4)cnc3c2c1,E-0013811,-4.5249101966109935
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)C[C@H]3C)cc2)C1,E-0013813,-4.780677491580663
CN1CCC[C@@H](Cn2ccc3c([nH]c4ccc(OCC5COC5)cc43)c2=O)C1,E-0013815,-5.049635145623877
O=C(c1n[nH]cc1-c1coc(C(F)(F)F)c1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013820,-5.565431095965801
COc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2n1,E-0013827,-4.559248299520815
COc1cc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2cc1F,E-0013829,-4.588548657862063
CCOc1ccc2[nH]c3c(=O)n(C[C@@H]4CCN(C)C4)cnc3c2c1,E-0013833,-4.593800576336688
COc1cncc(-c2cn(C)c3ccc(OC4CCN(C)C4)cc23)c1,E-0013841,-4.547446936771075
c1cc2ccc(-c3ccc(OCCN4CCCC4)cc3)cc2cn1,E-0013843,-4.518700726667144
COCCNC(=O)c1ccc(-c2ccc3ccncc3c2)cc1,E-0013844,-4.488116639021126
CNc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cn1,E-0013845,-5.101274818410507
CNc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cc1,E-0013846,-5.029188389127483
COc1cncc(-c2cn(C)c3ccc(OCC4CNC4)cc23)c1,E-0013848,-4.979224511806442
COc1cncc(-c2cn(C)c3ccc(OC4CNC4)cc23)c1,E-0013849,-4.547600154088558
COc1cncc(-c2cn(C)c3ccc(OC4CN(C)C4)cc23)c1,E-0013850,-4.458920232223371
COc1ccc2c(c1)[nH]c1c(=O)n(CCCN3CCCCC3)ncc12,E-0013866,-4.437350327788083
COCC1CN([C@@H](COC)c2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2)C1,E-0013869,-4.659754238432068
COCC1CN([C@H](COC)c2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2)C1,E-0013870,-4.619969752032169
CC[C@@H](c1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1)N1CC(COC)C1,E-0013871,-4.628932137728264
COc1ccc(-c2cc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)n[nH]2)cc1OC,E-0013892,-5.268411234813262
COc1cncc(-c2cn(C)c3ccc(OC[C@H](C)NC4CCOCC4)cc23)c1,E-0013910,-4.597910649427903
CC(C)Nc1ccc(-c2cn(C)c3ccc(OCCCN4CCCC4)cc23)cn1,E-0013911,-4.924818145381308
Fc1cccc(-c2cccc(Nc3ccc(CCN4CC(F)(F)C4)cc3)n2)c1,E-0013915,-5.752026733638194
Fc1cccc(-c2cccc(Nc3ccc(CCN4CCC4)cc3)n2)c1,E-0013916,-5.31695296176115
CC(=O)N[C@@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)c1,E-0013917,-4.515415470717157
COc1ccc(-c2cc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)n[nH]2)c(OC)c1,E-0013927,-5.453457336521869
c1cc2ccc(-c3ccc(OCCN4CCNCC4)cc3)cc2cn1,E-0013941,-4.770318157682325
CNCCOc1ccc(-c2ccc3ccncc3c2)cc1,E-0013945,-5.289036881004725
c1ncc2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc2n1,E-0013947,-5.224753740259764
CC(=O)NCCOc1ccc(-c2ccc3ccncc3c2)cc1,E-0013951,-4.65856547542186
c1cnc2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc2c1,E-0013952,-5.453457336521869
Nc1ccc(OCCN2CCCCC2)cc1-c1cc(-c2ccncc2)ccn1,E-0013955,-4.786747947803604
COc1ccc2c(c1)c1ncn(C[C@H]3CCN(C)C3)c(=O)c1n2C,E-0013992,-4.422623108082986
O=c1c2[nH]c3c(F)cccc3c2ccn1CCCN1CCCCC1,E-0013995,-4.4829361265173455
O=C1CCc2cc(-n3ccc(OCC4CNC4)n3)ccc2N1,E-0014019,-5.835647144215563
CNC(=O)Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014029,-4.758702612890007
CC(=O)Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014033,-4.638272163982407
O=C(c1n[nH]cc1-c1ccc2c(c1)OCO2)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014034,-5.141462802430361
COc1ccc(Nc2nccc(N(CCc3ccncc3)C3CC3)n2)cc1,E-0014046,-4.385313657717988
Cc1ncc(COc2ccc3c(c2)c2ccn(CCCN4CCCCC4)c(=O)c2n3C)o1,E-0014051,-4.64994590642097
Cn1c2ccc(OCc3cn[nH]c3)cc2c2ccn(CCCN3CCCCC3)c(=O)c21,E-0014054,-4.674895017028592
Cn1c2cc(Cl)ccc2c2cc(=O)n(CCCN3CCCCC3)nc21,E-0014060,-4.496345480757041
COc1cc(C(F)(F)F)c2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2c1,E-0014065,-4.631899148290649
CN(c1cccc(-c2cccc(F)c2)n1)c1ccnn1CC1CCNCC1,E-0014077,-5.484126156288321
O=C(c1n[nH]cc1C1CC1)N1CCC(Oc2ccc(Br)cc2)CC1,E-0014079,-5.350665141287858
O=C(c1n[nH]c2cccnc12)N1CCC(Oc2ccc(Br)cc2)CC1,E-0014080,-5.051098239029787
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCN(Cc2ccccc2)CC1,E-0014089,-4.769806621130955
COc1ccccc1-c1cc(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)[nH]n1,E-0014090,-4.950781977329818
C[C@@H](NCCn1ccc2c3ccc(F)cc3n(C)c2c1=O)[C@@H]1CCC(=O)N1,E-0014097,-4.574465779501737
CCOc1cc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2cc1F,E-0014100,-4.563837352959244
CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(OCC5CC5)ccc43)c2=O)C1,E-0014107,-4.747389659432627
CCOc1cc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2cn1,E-0014108,-4.541815564429737
CC(C)NCCn1ccc2c([nH]c3cc(F)ccc32)c1=O,E-0014110,-4.529442514782726
NC(=O)Cn1ccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014118,-4.911863911299449
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(OC2CCNCC2)CC1,E-0014128,-5.798602875679548
N#Cc1ccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)cc1,E-0014131,-5.309803919971486
NC(=O)Cc1ccnc(Nc2cccc(-c3cccnc3)n2)n1,E-0014139,-4.517555208081735
NC(=O)Cc1cccc(Nc2cc(-c3cccnc3)ccn2)n1,E-0014143,-5.105683937315561
CNC(=O)N1CCC(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)CC1,E-0014148,-5.866461091629782
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014149,-5.448550002027125
O=C(c1n[nH]cc1C#Cc1cncs1)N1CCN(Cc2cncc(Cl)c2)CC1,E-0014150,-5.119186407719209
COc1ccc(-c2ncc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)[nH]2)c(OC)c1,E-0014151,-5.002613615602686
O=c1c2[nH]c3cc(F)ccc3c2ccn1CCC1CNC1,E-0014162,-5.474955192963154
O=c1c2[nH]c3cc(Cl)ncc3c2ccn1CCCN1CCCCC1,E-0014166,-4.461551948289783
O=c1c2[nH]c3cc(F)ncc3c2ccn1CCCN1CCCCC1,E-0014167,-4.478600371884625
c1ccc(-n2ccc(Nc3ccc(OCCCN4CCCC4)cc3)n2)nc1,E-0014170,-5.070581074285707
O=C(c1n[nH]cc1C#Cc1cncs1)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014181,-5.1605219526258015
CC1(O)CN(CCCn2ccc3c([nH]c4cc(F)ccc43)c2=O)C1,E-0014197,-4.558304864359283
Cn1c2ccc(Cl)cc2c2cc(=O)n(CCCN3CCCCC3)nc21,E-0014226,-4.444663672004733
O=c1c2[nH]c3cc(F)ccc3c2ccn1CCCC1CNC1,E-0014227,-5.3260580013659125
CNCCCn1ccc2c([nH]c3cc(F)ccc32)c1=O,E-0014228,-4.578396073130169
O=c1c2[nH]c3cc(OCF)ccc3c2ccn1CCCN1CCCCC1,E-0014229,-4.454074670644157
Cc1cnc2c(-c3cn[nH]c3C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)cnn2c1,E-0014235,-5.106238237942057
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCN(C2CC2)CC1,E-0014239,-4.7517814388099255
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCN(CC(F)(F)F)CC1,E-0014240,-4.655607726314889
CCN1CCN(C(=O)c2n[nH]cc2-c2ccc3ncsc3c2)CC1,E-0014241,-5.09366495819491
Nc1cc(OCCN2CCCCC2)ccc1-c1ccc2ncncc2c1,E-0014266,-4.494578672416719
CN(c1cccc(CC(N)=O)n1)c1cccc(-c2cccnc2)n1,E-0014277,-4.535510452566029
NC(=O)c1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014293,-4.759700417997287
Clc1ccc(C2CCN(Cc3n[nH]cc3-c3ccc4ncsc4c3)CC2)cc1,E-0014299,-5.675717544702307
Clc1ccc(N2CCN(Cc3n[nH]cc3-c3ccc4ncsc4c3)CC2)cc1,E-0014300,-5.698970004336019
O=c1c2[nH]c3cc(OCC4CC4)ccc3c2ccn1CCCN1CCCCC1,E-0014315,-4.708409174341999
C#Cc1cccc2c(C(=O)N3CCN(c4ccc(CN5CC(OC)C5)cc4)CC3)cn(C)c12,E-0014316,-4.693360558975739
COC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5c(C#N)cccc45)CC3)cc2)C1,E-0014317,-4.327348077159997
Cn1cc(C(=O)N2C3CC2CN(c2ccc(C4(CO)COC4)cc2)C3)c2cccnc21,E-0014319,-4.812761380168522
CC(C)N(C)CCn1ccc2c([nH]c3cc(F)ccc32)c1=O,E-0014323,-4.4971633613789965
c1cncc(-c2cccc(Nc3ccc(CCN4CCC4)cc3)n2)c1,E-0014334,-4.951558196449596
NC(=O)Cc1cccc(Nc2cccc(-c3cncs3)n2)n1,E-0014335,-4.790484985457369
NC(=O)Cc1cccc(Nc2cccc(-c3cncnc3)n2)n1,E-0014336,-5.109020403010311
NC(=O)Cc1cccc(Nc2cccc(-c3cccnc3Cl)n2)n1,E-0014337,-4.789413975094844
c1cc2ccc(-c3ccc(OCCNC4COC4)cc3)cc2cn1,E-0014341,-4.832978204209743
CNc1cc(OC)ncc1-c1cc(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)on1,E-0014345,-5.580044251510242
Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2n[nH]c4cccnc24)C3)c1,E-0014347,-4.583525920899779
O=C(c1n[nH]cc1-c1ccc2ocnc2c1)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014351,-5.295849483160201
O=C(c1[nH]ncc1-c1cc2ccccc2[nH]1)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014352,-5.812479279163537
O=C(c1n[nH]cc1-c1ccn2nccc2n1)N1CCC[C@H](Oc2cncc(Cl)c2)C1,E-0014353,-5.112382699664264
O=C(c1n[nH]cc1-c1ccn2nccc2n1)N1CCN(C2CC2)CC1,E-0014355,-5.27083521030723
COc1cncc(OC2CCN(C(=O)c3cc(-c4ccc(OC)cc4OC)[nH]n3)CC2)c1,E-0014358,-5.245651664288981
COc1ccc2c(c1)[nH]c1c(C(N)=O)ccnc12,E-0014360,-4.413075291855179
COc1ccc2c(c1)[nH]c1c(C(=O)NCCCN3CCCCC3)ccnc12,E-0014361,-4.436756298859602
O=c1c2[nH]c3cc(F)ccc3c2ccn1CCCN1CC2(CCO2)C1,E-0014362,-4.429924294678396
CN1CCC[C@@H](Cn2nc3c(cc2=O)c2ccc(Cl)cc2n3C)C1,E-0014363,-4.468521082957745
CN1CCC[C@@H](COc2cc3c4ccc(Cl)cc4n(C)c3nn2)C1,E-0014364,-4.660349842386316
Cn1c2cc(Cl)ncc2c2ccn(CCCN3CCCCC3)c(=O)c21,E-0014365,-4.47391930819797
CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(C(F)(F)F)ncc43)c2=O)C1,E-0014366,-4.646660904688695
CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(Cl)ncc43)c2=O)C1,E-0014367,-4.689306687656639
COc1cc2[nH]c3c(=O)n(C[C@@H]4CCCN(C)C4)ccc3c2cn1,E-0014368,-4.656197666838345
CN1CCC(C(F)(F)c2ccc(Nc3cccc(-c4cccnc4)n3)cc2)CC1,E-0014369,-5.779891911959945
COc1cncc(-c2nn(C)c3ccc(OCCCN4CCCC4)cc23)n1,E-0014370,-5.100179497572904
c1cc(OC2CNC2)cc(-c2ccc3ccncc3c2)c1,E-0014371,-5.060980223551334
COc1cncc(-c2cn(C)c3cnc(OCCCN4CCCC4)cc23)c1,E-0014372,-5.072116589669293
CN(c1nccc(-c2cccc(F)c2)n1)c1ccnn1CC1CCNCC1,E-0014373,-5.525783735923745
CC(=O)N[C@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)c1,E-0014374,-4.944239535312265
CC(=O)N[C@H](C)COc1ccc(-c2ccc3cnccc3c2)cc1,E-0014375,-4.7966950838615166
CNCCOc1ccc(-c2ccc3cncnc3c2)cc1,E-0014376,-4.780677491580663
CNCCc1ccc(Nc2cccc(-c3cccnc3)n2)cc1,E-0014378,-4.987162775294828
CC(C)NCCOc1ccc(-c2ccc3ccncc3c2)cc1,E-0014379,-4.95663772197887
NC(=O)Cn1cc(Nc2cccc(-c3cccnc3)n2)cn1,E-0014380,-5.373659632624958
NC(=O)Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O,E-0014381,-5.094743951251549
CC(C)C(=O)Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014382,-4.80771138743188
O=C(Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1)C1CCC1,E-0014383,-5.026410376572743
CN1CCN(C(=O)Nc2cccc(Nc3cccc(-c4cccnc4)n3)n2)CC1,E-0014384,-5.148130399270234
O=C(Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1)N1CCOCC1,E-0014385,-4.717151397165355
O=C(Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1)C1COC1,E-0014386,-4.781464494783473
O=C(c1n[nH]cc1-c1ccccc1)N1CCN(C(c2cncc(Cl)c2)C(F)(F)F)CC1,E-0014387,-5.033389013318065
Cc1cnc2c(-c3cc(C(=O)N4CCC(Oc5ccc(Cl)cc5)CC4)[nH]n3)cnn2c1,E-0014388,-5.586700235918748
Clc1ccc(Nc2n[nH]cc2-c2ccn3nccc3n2)cc1,E-0014389,-5.856985199745905
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)[nH]n1,E-0014390,-5.935542010773082
O=C(c1n[nH]cc1-c1ccc2scnc2c1)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014392,-5.568636235841013
O=C(c1n[nH]cc1C#Cc1cncs1)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014393,-5.126098402135539
O=C(c1n[nH]cc1-c1ccc(F)cc1)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014394,-4.903437561625864
CC(C)N1CCC(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)CC1,E-0014395,-5.787812395596042
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(OC2CCN(C3COC3)CC2)CC1,E-0014396,-5.58838029403677
O=C(c1n[nH]cc1C(F)(F)F)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0014397,-5.309803919971486
Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1C(F)(F)F,E-0014398,-4.987162775294828
CCOC1CCN(C(=O)c2cc(-c3ccc(OC)cc3OC)[nH]n2)CC1,E-0014399,-4.782252926737207
N#Cc1ccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4scnc4c3)CC2)cc1,E-0014400,-5.694648630553377
COc1ccccc1-c1cc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)[nH]n1,E-0014401,-4.565431095965802
COc1cc(F)ccc1-c1cc(C(=O)N2CCC(Oc3ccc(C#N)cc3)CC2)[nH]n1,E-0014402,-5.856985199745905
O=C(c1n[nH]c2cccnc12)N1CCN(Cc2ccc(Cl)c(F)c2)CC1,E-0014403,-4.637517525248826
O=C(c1n[nH]cc1-c1ccc2nccn2n1)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014404,-5.777283528852417
NC(=O)Nc1nc(OCCN2CCCCC2)cnc1-c1ccccn1,E-0014405,-4.32984695480782
COCC1CN(Cc2ccc(N3C[C@@H](C)N(C(=O)c4cn(C)c5ncccc45)[C@@H](C)C3)cc2)C1,E-0014406,-4.463567824177987
Cc1cc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2s1,E-0014407,-4.387746093903563
COc1ccc2c3cc(=O)n(C[C@@H]4CCCN(C)C4)nc3n(C)c2c1,E-0014408,-4.403622856002401
COc1ccc2c3cc(OC[C@@H]4CCCN(C)C4)nnc3n(C)c2c1,E-0014409,-4.707079700399994
Cn1c2cc(F)ncc2c2ccn(CCCN3CCCCC3)c(=O)c21,E-0014410,-4.656591406196142
Cn1cc(Cn2ccc3c([nH]c4cc(Cl)ccc43)c2=O)ccc1=O,E-0014411,-4.490797477668897
Cn1c2ccc(OCCn3cnccc3=O)cc2c2ccn(CCCN3CCCCC3)c(=O)c21,E-0014412,-5.131943638176958
Cn1c2ccc(OCCOc3ccncn3)cc2c2ccn(CCCN3CCCCC3)c(=O)c21,E-0014413,-4.749092300299144
Cn1c2ccc(OCCn3cc(C#N)cn3)cc2c2ccn(CCCN3CCCCC3)c(=O)c21,E-0014414,-4.692290076595193
CN(c1cnn(CC(N)=O)c1)c1cccc(-c2cccc(S(C)(=O)=O)c2)n1,E-0014415,-4.874193541860473
Cn1cc(-c2cncc(OCC(F)F)c2)c2cc(OCCCN3CCCC3)ccc21,E-0014416,-5.235077015350112
Cn1cc(CC#N)c2cc(OCCCN3CCCC3)ccc21,E-0014417,-4.57577192930402
COc1cncc(-n2cnc3ccc(OCCCN4CCCC4)cc32)c1,E-0014419,-4.827105302247824
CN1CCC(Cn2cc(N(C)c3nccc(-c4cccnc4)n3)cn2)CC1,E-0014420,-4.801617869991706
Nc1cc(OCCN2CCC(F)(F)CC2)ccc1-c1ccc2ccncc2c1,E-0014422,-5.319664486585436
Cn1cc(-c2cncnc2)c2cc(OC3CNC3)ccc21,E-0014423,-5.024108863598207
NC(=O)Cc1cccc(Nc2cccc(-c3cnccn3)n2)n1,E-0014424,-4.522011023749111
O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CCC1,E-0014425,-4.479647495916682
O=C1NCc2ccc(Nc3cccc(-c4cccnc4)n3)cc21,E-0014426,-4.755475488429917
CN1CC(C(=O)Nc2cccc(Nc3cccc(-c4cccnc4)n3)n2)C1,E-0014427,-5.349692476868063
O=C(Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1)NC1CC(F)(F)C1,E-0014428,-4.567832730557412
O=C(Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1)NC1COC1,E-0014429,-4.746661994673894
CN1CC(NC(=O)Cc2cccc(Nc3cccc(-c4cccnc4)n3)n2)C1,E-0014430,-5.8696662315049934
O=C(Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1)NC1CCOCC1,E-0014431,-4.6728454875905685
CN1CCC(NC(=O)Cc2cccc(Nc3cccc(-c4cccnc4)n3)n2)CC1,E-0014432,-5.892790030352131
CN1CCC(Cn2nccc2N(C)c2cccc(-c3cccc(F)c3)n2)CC1,E-0014433,-5.122053048370812
CN1CCC(Cn2nccc2Nc2cccc(-c3cccc(F)c3)n2)CC1,E-0014434,-5.296708621881338
Cc1cn2nc(-c3c[nH]nc3C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)cc2c(C)n1,E-0014435,-5.59176003468815
Cc1cn2nc(-c3c[nH]nc3C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)cc2c(C)n1,E-0014436,-5.522878745280337
O=C(c1n[nH]cc1-c1cnc2nccn2c1)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014437,-5.54515513999149
O=C(c1n[nH]c2cccnc12)N1CCN(C(c2cncc(Cl)c2)C(F)(F)F)CC1,E-0014438,-5.29073003902417
O=C(c1c(C2CC2)[nH]c2cccnc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014439,-5.230622673923862
FC(F)(F)C(c1n[nH]c2cccnc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014440,-4.854182285508172
O=C(c1n[nH]cc1-c1ccc2ocnc2c1)N1CCC2(CC1)CCN2c1ccc(Cl)cc1,E-0014441,-5.388276691992658
Cc1ccc(CNc2cc(=O)[nH]c(-c3ccccc3)n2)cc1,E-0014442,-4.772884917410875
Cc1ccc(CNc2cc(-c3ccccc3)[nH]c(=O)c2)cc1,E-0014443,-4.8195873671616765
Clc1cncc(CN2CCC(Nc3n[nH]cc3-c3ccc4ncsc4c3)CC2)c1,E-0014444,-4.843753809602656
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)on1,E-0014445,-5.954677021213342
CCc1ccc(OC2CCN(C(=O)c3cc(-c4ccc(OC)cc4OC)[nH]n3)CC2)cn1,E-0014446,-5.285670240254767
CCOC1CCN(C(=O)c2n[nH]cc2-c2ccc3ncsc3c2)CC1,E-0014447,-4.787013815263332
CC(C)(O)COC1CCN(C(=O)c2n[nH]cc2-c2ccc3ncsc3c2)CC1,E-0014448,-5.696803942579511
COc1ccc(-c2cc(C(=O)N3CCC(OCC(C)(C)O)CC3)n[nH]2)c(OC)c1,E-0014449,-4.783306400830246
O=C(c1n[nH]cc1-c1ccc2ocnc2c1)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014450,-5.6020599913279625
Cn1cnc2ccc(-c3c[nH]nc3C(=O)N3CCC(Oc4ccc(C#N)cc4)CC3)cc21,E-0014451,-5.882728704344236
COc1cc(F)ccc1-c1cc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)[nH]n1,E-0014452,-4.822752163744377
COc1ccc(-c2[nH]nc(C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)c2C)c(OC)c1,E-0014453,-5.950781977329818
COc1cc(F)ccc1-c1cc(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)[nH]n1,E-0014454,-5.42021640338319
N#Cc1ccc(OC2CCN(C(=O)c3n[nH]c4cccnc34)CC2)cc1,E-0014455,-5.586700235918748
O=C(c1n[nH]c2cccnc12)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014456,-5.488116639021126
O=C(c1n[nH]c2cccnc12)N1CCC(Oc2cncc(Br)c2)CC1,E-0014457,-5.371611069949688
COc1cc2c(cn1)c1ccn(CCCN3CCCCC3)c(=O)c1n2C,E-0014458,-4.457921853664375
CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(Cl)ccc43)c2=O)C1=O,E-0014459,-4.324038450357831
CN1CCC[C@H](Cn2ccc3c([nH]c4cc(Cl)ccc43)c2=O)C1=O,E-0014460,-4.355856949490081
Cn1c2cc(F)ccc2c2ccn(CCNC[C@@H]3CCC(=O)N3)c(=O)c21,E-0014461,-4.671620396561262
CCOc1cnc2c(c1)[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,E-0014462,-4.482672117705627
O=C1Cc2ccc(-n3cc(OCC4CNC4)cn3)cc2N1,E-0014482,-5.665546248849069
C[C@H](c1ccc(Nc2cccc(-c3cccnc3)n2)cc1)C1CCN(C)CC1,E-0014483,-5.228412519118745
C[C@@H](c1ccc(Nc2cccc(-c3cccnc3)n2)cc1)C1CCN(C)CC1,E-0014484,-5.114638779968488
COc1cncc(-c2nn(CCCN3CCCC3)c3ccc(O)cc23)c1,E-0014485,-5.241088107602026
CN(C)C(=O)c1cn(C)c2ccc(OCCCN3CCCC3)cc12,E-0014486,-5.386158178123931
