SMILES,Molecule Name,LogD
Cc1c(N)c(-c2ccc(OCCN3CCCC3)cc2)cc2cnccc12,E-0015904,1.9
Nc1cnc2cc(-c3ccc(OCCN4CCCCC4)cc3)cnc2c1,E-0015905,2.2
Nc1cnn2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc12,E-0015906,1.8
c1cnc2cc(-c3ccc(OCCN4CCCCC4)cc3)ncc2n1,E-0015907,1.9
Cc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1C#N,E-0015908,3.2
c1cnc2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc2n1,E-0015909,2.6
CNC(=O)c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2c1,E-0015910,2.5
CN(C)C(=O)c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2c1,E-0015911,2.0
NC(=O)c1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,E-0015912,1.9
CCNc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cc1,E-0015913,2.9
CC(C)Nc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cc1,E-0015914,3.4
COCCNc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cc1,E-0015915,2.5
COc1cc(Cl)cc2[nH]nc(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c12,E-0015916,4.1
Cn1ccc2[nH]nc(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c2c1=O,E-0015917,2.6
O=C(c1n[nH]c2nccnc12)N1C[C@H]2CC[C@@H](C1)[C@@H]2Oc1cncc(Cl)c1,E-0015918,2.2
O=C(c1cccc2ccc(=O)[nH]c12)N1C[C@H]2CC[C@@H](C1)[C@@H]2Oc1cncc(Cl)c1,E-0015919,2.7
Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)s1,E-0015920,2.0
Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)s1,E-0015921,4.2
Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3nnc(C4CC4)s3)ccc21,E-0015922,4.5
Cc1nnc(-c2ccc3c(c2)cc(C(=O)N[C@H]2C[C@H]4CC[C@@H](C2)N4c2ccncc2Cl)n3C)s1,E-0015923,4.2
Cc1nnc(-c2ccc3c(c2)cc(C(=O)N[C@@H]2[C@@H]4CC[C@H]2CN(c2ccncc2Cl)C4)n3C)s1,E-0015924,4.6
Cc1nnc(-c2ccc3c(c2)cc(C(=O)N[C@H]2[C@@H]4CC[C@H]2CN(c2ccncc2Cl)C4)n3C)s1,E-0015925,4.7
Cc1nnc(-c2ccc3c(c2)cc(C(=O)N2CCC(Nc4ccncc4Cl)CC2)n3C)s1,E-0015926,3.4
O=C(c1ccc2ccncc2c1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0015927,3.8
O=C(c1ccc2ccncc2c1)N1CCC(Oc2cncc(Cl)c2)CC1,E-0015928,2.9
O=C(NC1CCN(c2ccncc2Cl)CC1)c1ccc2ccncc2c1,E-0015929,3.3
O=C(NC1CCN(c2cncc(Cl)c2)CC1)c1ccc2ccncc2c1,E-0015930,3.4
O=C(NC1CCN(c2ccncc2Cl)CC1)c1n[nH]c2ccccc12,E-0015931,3.6
Cn1nc(C(=O)NC2CCN(c3ccncc3Cl)CC2)c2ccccc21,E-0015932,3.6
O=C(NC1CCN(c2cncc(Cl)c2)CC1)c1n[nH]c2ccccc12,E-0015933,3.6
Cn1nc(C(=O)NC2CCN(c3cncc(Cl)c3)CC2)c2ccccc21,E-0015934,3.7
O=C(NC1CCN(c2ccncc2)CC1)c1n[nH]c2ccccc12,E-0015935,1.5
Cn1nc(C(=O)NC2CCN(c3ccncc3)CC2)c2ccccc21,E-0015936,1.4
O=C(NC1CCN(c2ccncc2Cl)CC1)c1n[nH]cc1-c1ccc2ncsc2c1,E-0015937,3.1
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(c2ccncc2)CC1,E-0015938,1.9
Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)ncc32)c1=O,E-0015943,0.7
COc1nccc2c1[nH]c1cc(OCCN3CCCCC3)ncc12,E-0015944,2.0
Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)c(F)cc32)c1=O,E-0015948,1.7
Cn1ccc2c([nH]c3cc(OCCN4CCNCC4)ccc32)c1=O,E-0015949,-0.2
Cn1ccc2c([nH]c3cc(OCCN4CCOCC4)ccc32)c1=O,E-0015954,1.8
Cn1ccc2c([nH]c3c(CCCN4CCCCC4)cccc32)c1=O,E-0015956,1.3
Cn1ccc2c3cccc(CCN4CCCCC4)c3n(C)c2c1=O,E-0015957,1.8
Cn1cnc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,E-0015958,0.9
Clc1nc(NCc2ccncc2)c2cc[nH]c2n1,E-0015961,2.3
C[C@@H](CCOc1ccc(-c2ccc3ccncc3c2)cc1)C(N)=O,E-0015962,3.4
C[C@H](CCOc1ccc(-c2ccc3ccncc3c2)cc1)C(N)=O,E-0015963,3.4
Cc1c(N)c(-c2ccc(OCCN3CCCCC34CC4)cc2)cc2cnccc12,E-0015964,3.3
c1cc2nn(-c3ccc(OCCN4CCCCC4)cc3)cc2cn1,E-0015965,1.7
Cc1c(N)c(-c2ccc(OC[C@H](C)N3CCC3)cc2)cc2cnccc12,E-0015966,1.7
Cc1c(N)c(-c2ccc(OC[C@@H](C)N3CCC3)cc2)cc2cnccc12,E-0015967,2.1
Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2)nc2cnccc12,E-0015970,1.8
N#Cc1c(F)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,E-0015971,3.1
N#CCc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,E-0015972,2.7
Cc1c(C#N)cc2cnccc2c1-c1ccc(OCCN2CCCCC2)cc1,E-0015973,3.1
N#Cc1cc2cnccc2c(-c2ccc(OCCN3CCCCC3)cc2)c1F,E-0015974,2.8
CN(C)CCOc1ccc(-c2cc(C#N)c3ccncc3c2)cc1,E-0015975,2.2
CN(C)CCOc1ccc(-c2cc(C#N)cc3cnccc23)cc1,E-0015976,2.0
OCCNc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cc1,E-0015977,1.9
CC(=O)Nc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cc1,E-0015978,1.8
Cc1c(N)c(-c2cccc3c2cnn3CCN2CCCCC2)cc2cnccc12,E-0015979,3.1
Cc1c(N)c(-c2cccc3nn(CCN4CCCCC4)cc23)cc2cnccc12,E-0015980,3.1
Cc1c(N)c(-c2ccc(OCCN3CCCCC3)c(F)c2)cc2cnccc12,E-0015981,2.8
Cn1ncc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c21,E-0015982,3.1
c1cc(-c2ccc(OCCN3CCCCC3)cc2)c2[nH]ccc2c1,E-0015983,3.1
O=C(NC1CCN(CC2CCOCC2)CC1)c1n[nH]cc1-c1ccc2ncsc2c1,E-0015999,1.1
O=C(NC1CCN(C2CCOCC2)CC1)c1n[nH]cc1-c1ccc2ncsc2c1,E-0016000,0.6
Cn1ncc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,E-0016004,1.5
Cn1ccc2c([nH]c3cc(NCCN4CCCCC4)ccc32)c1=O,E-0016005,1.0
CN(CCN1CCCCC1)c1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,E-0016006,1.6
Cn1cc(F)c2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,E-0016007,2.0
Cn1c2ccc(OCCN3CCCCC3)cc2c2c(C(N)=O)nccc21,E-0016008,0.9
Cn1ccc2c([nH]c3cc(OCCN4CC5CC5C4)ccc32)c1=O,E-0016010,1.9
COC1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,E-0016011,2.1
Cn1ccc2c([nH]c3cc(OCC[C@H]4CCCCN4)ccc32)c1=O,E-0016012,0.5
Cn1ccc2c([nH]c3cc(OCC[C@@H]4CCCCN4)ccc32)c1=O,E-0016013,0.5
CCn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,E-0016014,1.0
O=c1c2[nH]c3cc(Cl)ncc3c2ccn1CCCn1ccnc1,E-0016015,1.6
Cn1c2cc(OCCN3CCCCC3)ncc2c2cc[nH]c(=O)c21,E-0016016,1.9
Cc1c(OCCN2CCCCC2)ccc(-c2cc(C#N)c3ccncc3c2)c1N,E-0016018,2.4
Cc1c(OCCN2CCCCC2)ccc(-c2cc(C#N)cc3cnccc23)c1N,E-0016019,2.1
Cc1c(N)c(-c2ccc(N(C)CCN3CCCCC3)cc2)cc2cnccc12,E-0016020,2.9
CSc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1C#N,E-0016021,3.3
N#Cc1cc(-c2cccc(OCCN3CCCCC3)c2)c2ncccc2c1,E-0016022,2.3
N#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ncccc2c1,E-0016023,2.4
Clc1cc(-c2ccc(OCCN3CCCCC3)cc2)nc2cnccc12,E-0016024,3.1
C#Cc1cc(-c2ccc(OCCN(C)C)cc2)cc2cnccc12,E-0016025,3.1
C#Cc1cc(-c2ccc(OCCN(C)C)cc2)c2ccncc2c1,E-0016026,3.0
CNc1cc2ccncc2cc1-c1ccc(OCCN2CCCC2)cc1,E-0016027,1.9
c1cc2cc(NC3CC3)c(-c3ccc(OCCN4CCCCC4)cc3)cc2cn1,E-0016028,3.2
Cc1cc(-c2ccc(OCCN3CCCCC3)cc2N)nc2cnccc12,E-0016029,2.3
Cc1c(N)c(-c2ccc3c(cnn3CCN3CCCCC3)c2)cc2cnccc12,E-0016030,3.0
Cc1c(N)c(-c2ccc3nn(CCN4CCCCC4)cc3c2)cc2cnccc12,E-0016031,3.0
CNc1c(-c2cccc(C(N)=O)c2)cc2cnccc2c1C,E-0016032,2.5
CNc1c(-c2ccc(C(N)=O)cc2)cc2cnccc2c1C,E-0016033,2.5
CNc1c(C)cccc1-c1ccc(OCCN2CCCCC2)cc1,E-0016035,2.8
Cn1ccc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c21,E-0016036,3.6
Cn1nnc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c21,E-0016037,2.3
Cn1cnc2cccc(-c3ccc(OCCN4CCCCC4)cc3)c21,E-0016038,2.3
N#Cc1cccc(-c2ccc(OCCN3CCCCC3)cc2)c1,E-0016039,2.8
Cc1ccccc1-c1ccc(OCCN2CCCCC2)cc1,E-0016040,3.6
Cc1ccnc(-c2ccc(OCCN3CCCCC3)cc2)c1N,E-0016041,1.4
Cc1cncc(-c2ccc(OCCN3CCCCC3)cc2)c1N,E-0016042,0.6
Cc1nccc(-c2ccc(OCCN3CCCCC3)cc2)c1N,E-0016043,1.5
Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3cn[nH]c3)ccc21,E-0016044,3.9
Cn1cnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)c1,E-0016045,3.5
Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3ccccc3)ccc21,E-0016046,5.0
Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3ccccn3)ccc21,E-0016047,4.3
Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3cccnc3)ccc21,E-0016048,4.1
Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3cncnc3)ccc21,E-0016049,3.6
Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3ncccn3)ccc21,E-0016050,3.8
Cc1csc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)n1,E-0016051,4.6
Cc1nnc(-c2ccc3c(C(=O)NC4CCN(c5ccncc5Cl)CC4)nn(C)c3c2)s1,E-0016054,3.6
Cc1nnc(-c2ccc3c(C(=O)NC4CCN(c5ccncc5)CC4)n[nH]c3c2)s1,E-0016055,1.5
Cc1nnc(-c2ccc3c(C(=O)NC4CCN(c5ccncc5)CC4)nn(C)c3c2)s1,E-0016056,1.4
Cc1nnc(-c2ccc3c(c2)cc(C(=O)N2CCC(N(C)c4cncc(Cl)c4)CC2)n3C)s1,E-0016058,3.9
O=c1[nH]ccc2c1[nH]c1cc(OCCN3CCCCC3)ncc12,E-0016060,1.9
Cn1ccc2c([nH]c3nc(OCCN4CCCCC4)ccc32)c1=O,E-0016062,1.1
COc1nccc2c3ccc(OCCN4CCCCC4)cc3n(C)c12,E-0016064,2.5
Cn1ccc2c([nH]c3cc(CCCN4CCCCC4)ccc32)c1=O,E-0016065,0.9
Cn1ccc2c([nH]c3cc(C#CCN4CCCCC4)ccc32)c1=O,E-0016066,3.1
Cn1ccc2c([nH]c3cc(NC(=O)CN4CCCCC4)ccc32)c1=O,E-0016067,2.0
CN(C(=O)CN1CCCCC1)c1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,E-0016068,0.9
Cc1cn(C)c(=O)c2[nH]c3cc(OCCN4CCCCC4)ccc3c12,E-0016070,1.9
Cc1cn(C)c(=O)c2[nH]c3cccc(OCCN4CCCCC4)c3c12,E-0016071,2.4
Cn1ccc2c([nH]c3cc(OCCC4CCNCC4)ccc32)c1=O,E-0016072,0.3
Cn1ccc2c([nH]c3cc(OCCCCN4CCCCC4)ccc32)c1=O,E-0016073,1.1
Cn1ccc2c([nH]c3cc(OCC[C@H]4CCCNC4)ccc32)c1=O,E-0016074,0.3
Cn1ccc2c([nH]c3cc(OCC[C@@H]4CCCNC4)ccc32)c1=O,E-0016075,0.3
CN1CCCC[C@@H]1CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,E-0016076,1.2
CN1CCCC[C@H]1CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,E-0016077,1.2
O=c1c2[nH]c3cc(OCCN4CCCCC4)ccc3c2ccn1CC1CC1,E-0016078,2.5
Cn1ccc2c([nH]c3c(CCN4CCCC(F)(F)C4)cccc32)c1=O,E-0016083,3.5
Cn1ccc2c([nH]c3c(CCN4CCC(F)(F)CC4)cccc32)c1=O,E-0016084,3.4
CNCCCn1ccc2c([nH]c3nc(C4CC4)cnc32)c1=O,E-0016085,0.1
Cn1ccc2c([nH]c3cc(OCCc4cnccn4)ccc32)c1=O,E-0016086,2.2
Cn1ccc2c([nH]c3cc(OCCO)ccc32)c1=O,E-0016087,1.5
Cn1ccc2c([nH]c3nc(OCCN4CCCCC4)ncc32)c1=O,E-0016088,0.4
O=c1c2[nH]c3cc(Cl)ncc3c2ccn1CCCn1cccn1,E-0016092,2.6
CN(Cc1nc2ccc(CO)cc2n1C)C(=O)c1cn(C)c2ccccc12,E-0016095,1.7
CN(Cc1nc2cc(CO)ccc2n1C)C(=O)c1cn(C)c2ncccc12,E-0016096,0.9
O=c1[nH]cnc2c1[nH]c1cc(OCCN3CCCCC3)ccc12,E-0016098,0.9
c1cnc2[nH]c3cc(OCCN4CCCCC4)ccc3c2c1,E-0016100,2.2
c1cc2c(cn1)[nH]c1cc(OCCN3CCCCC3)ccc12,E-0016101,1.9
Cn1c(=O)c2[nH]c3cc(OCCN4CCCCC4)ccc3c2n(C)c1=O,E-0016102,1.3
COC1CN(Cc2ccc3c(c2)nc(CN(C)C(=O)c2cn(C)c4ncccc24)n3C)C1,E-0016103,0.6
COC1CN(Cc2ccc3nc(CN(C)C(=O)c4cn(C)c5ncccc45)[nH]c3c2)C1,E-0016104,0.8
Cn1ccc2c([nH]c3cc(OCCc4cccnc4)ccc32)c1=O,E-0016105,3.1
CC(=O)N1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,E-0016106,1.4
CCN(CC)CCOc1ccc2c(c1)[nH]c1c(=O)n(C)ccc12,E-0016107,0.9
CC1CCN(CCc2cccc3c2[nH]c2c(=O)n(C)ccc23)CC1,E-0016108,2.2
Cn1ccc2c([nH]c3cc(OCCn4ccnc4)ccc32)c1=O,E-0016109,2.1
C[C@@H]1CCCN(CCc2cccc3c2[nH]c2c(=O)n(C)ccc23)C1,E-0016110,2.3
C[C@H]1CCCN(CCc2cccc3c2[nH]c2c(=O)n(C)ccc23)C1,E-0016111,2.4
COC1CN(Cc2ccc3nc(CN(C)C(=O)c4cn(C)c5ccccc45)n(C)c3c2)C1,E-0016112,1.5
Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnncc12,E-0016113,1.8
Nc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnncc2c1Br,E-0016114,2.3
NC(=O)Cc1cccc(Nc2nc(F)cc(-c3cccnc3)n2)c1,E-0016115,2.4
Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cc(F)ccc12,E-0016117,3.9
Cc1c(N)c(-n2ccc(OCC3CNC3)n2)cc2cccnc12,E-0016118,-0.7
Cc1nc2cnc(-c3ccc(OCCN4CCCCC4)cc3)cn2c1C,E-0016119,2.0
c1c[nH]c2nc(-c3ccc(OCCN4CCCCC4)cc3)nc-2c1,E-0016120,2.0
COCCNC(=O)c1ccc(-c2cc(C#N)c3ccncc3c2)cc1,E-0016121,2.5
CNc1cc2ccncc2cc1-c1ccc(OCCN(C)C)cc1,E-0016123,1.9
Cc1c(-c2ccncc2)ccnc1-c1ccc(OCCN2CCCCC2)cc1N,E-0016124,1.6
Cc1c(N)c(-c2ccc3c(ccn3CCN3CCCCC3)c2)cc2cnccc12,E-0016125,3.6
Cc1c(N)c(-c2ccc3c(c2)ncn3CCN2CCCCC2)cc2cnccc12,E-0016126,2.9
Cc1c(N)c(-c2ccc3ncn(CCN4CCCCC4)c3c2)cc2cnccc12,E-0016127,3.0
Cc1c(N)c(-c2cccc3c2ncn3CCN2CCCCC2)cc2cnccc12,E-0016128,2.6
Cc1c(N)c(-c2cccc3ncn(CCN4CCCCC4)c23)cc2cnccc12,E-0016129,2.7
Cc1c(N)c(-c2ccc3c(c2)CC(=O)N3CCN2CCCCC2)cc2cnccc12,E-0016130,2.5
Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2F)cc2cnccc12,E-0016131,2.7
Cc1c(N)c(-c2ccc(OCCN3CCOCC3)cc2F)cc2cnccc12,E-0016132,2.8
Cc1c(N)c(-c2ccc(SCCN(C)C)cc2)cc2cnccc12,E-0016133,2.6
Cc1cc(-c2cc3cnccc3c(C)c2N)ccc1OCCN1CCCCC1,E-0016134,3.2
CNc1c(C)cc(-c2ncccn2)cc1-c1ccc(OCCN2CCCCC2)cc1,E-0016135,3.0
Cc1cccc(-c2ccc(OC[C@H](C)N3CCOCC3)cc2)c1N,E-0016136,2.9
Cc1cccc(-c2ccc(OC[C@@H](C)N3CCOCC3)cc2)c1N,E-0016137,2.9
Cc1cccc(-c2ccc(OCCN(C)C)cc2)c1N,E-0016138,1.8
C#Cc1cccc(-c2ccc(OCCN3CCCCC3)cc2)c1,E-0016139,3.7
Nc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2cnccc12,E-0016140,2.5
Cc1ncnc(-c2ccc(OCCN3CCCCC3)cc2)c1N,E-0016141,1.2
CCNCCOc1ccc(-c2cc3cnccc3c(C)c2N)cc1,E-0016142,1.1
Cn1cc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)cn1,E-0016143,4.0
Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-n3ccnc3)ccc21,E-0016144,3.7
Cn1ncc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)n1,E-0016145,4.0
Cn1c(C(=O)NC2CCN(c3ccncc3Cl)CC2)cc2cc(-c3cnoc3)ccc21,E-0016146,3.9
Cc1nnc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)o1,E-0016147,3.6
Cc1cnn(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)c1,E-0016148,4.4
Cc1nc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4Cl)CC2)n3C)cs1,E-0016149,4.3
Cc1nnc(-c2ccc3c(c2)cc(C(=O)N2CCC(Nc4ccncc4)CC2)n3C)s1,E-0016155,1.4
Cc1nnc(-c2ccc3nc(C(=O)NC4CCN(c5ccncc5Cl)CC4)[nH]c3c2)s1,E-0016159,3.7
Cc1nnc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5)CC4)cc3c2)s1,E-0016160,0.8
Cc1nnc(-c2ccn3nc(C(=O)NC4CCN(c5ccncc5Cl)CC4)cc3c2)s1,E-0016161,3.1
Cc1nnc(-c2ccn3nc(C(=O)N4CCC(Oc5cncc(Cl)c5)CC4)cc3c2)s1,E-0016162,3.0
Cc1nnc(-c2ccn3ncc(C(=O)NC4CCN(c5ccncc5)CC4)c3c2)s1,E-0016163,1.1
Cc1nnc(-c2ccn3ncc(C(=O)NC4CCN(c5ccncc5Cl)CC4)c3c2)s1,E-0016164,3.2
Cc1nnc(-c2ccn3ncc(C(=O)NC4CCN(c5ccncc5Cl)CC4)c3n2)s1,E-0016165,2.7
Cc1nnc(-c2ccc3c(cc(C(=O)NC4CCN(c5ccncc5Cl)CC4)n3C)n2)s1,E-0016166,3.5
Cc1ccc2c(n1)[nH]c1cc(OCCN3CCCCC3)ccc12,E-0016167,2.6
Cn1ccc2c([nH]c3cc(NC(=O)CCN4CCCCC4)ccc32)c1=O,E-0016170,1.0
CN(Cc1nc2ccc(CO)cc2n1C)C(=O)c1cn(C)c2ncccc12,E-0016171,1.0
CN(Cc1nc2ccc(CO)cc2[nH]1)C(=O)c1c[nH]c2ncccc12,E-0016172,1.1
Cn1ccc2[nH]c3cc(OCCN4CCCCC4)ccc3c2c1=O,E-0016173,0.7
COC(=O)c1nccc2c1[nH]c1cc(OC)ccc12,E-0016176,3.0
Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)cnc32)c1=O,E-0016177,1.0
CO[C@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,E-0016178,1.9
CO[C@@H]1CCCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)C1,E-0016179,1.8
Cn1ccc2c([nH]c3cc(OCCN4CCCC(F)(F)C4)ccc32)c1=O,E-0016180,3.0
CC1CCN(CCOc2ccc3c(c2)[nH]c2c(=O)n(C)ccc23)CC1,E-0016181,2.0
CC(C)n1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,E-0016182,2.3
CC(C)Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,E-0016184,2.7
Cn1ccc2c([nH]c3cc(OCCN4CC5(COC5)C4)ccc32)c1=O,E-0016185,1.0
Cn1ccc2c([nH]c3cc(OCCn4cccn4)ccc32)c1=O,E-0016186,2.6
Cn1ccc2c([nH]c3cc(OCCN4CCC(C)(C)CC4)ccc32)c1=O,E-0016187,2.3
Cc1cccc(-c2ccc(C(=O)NC3CNC3)cc2)c1N,E-0016188,-0.3
Cc1c(N)c(-c2ccc(OCCN3CC4CCC(C3)O4)cc2)cc2cnccc12,E-0016189,3.6
Cc1c(N)c(-c2ccc(O[C@@H]3CCCNC3)cc2)cc2cnccc12,E-0016190,1.5
Cc1c(N)c(-c2ccc(O[C@H]3CCCNC3)cc2)cc2cnccc12,E-0016191,1.5
CNc1c(C)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,E-0016192,2.6
CC[C@H](CN(C)C)Oc1ccc(-c2cc3cnccc3c(C)c2N)cc1,E-0016193,2.4
CC[C@@H](CN(C)C)Oc1ccc(-c2cc3cnccc3c(C)c2N)cc1,E-0016194,2.4
COCCCN[C@@H](C)COc1cnn(-c2cc3cnccc3c(C)c2N)c1,E-0016197,0.9
COCCCN[C@H](C)COc1cnn(-c2cc3cnccc3c(C)c2N)c1,E-0016198,0.9
N#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ncncc2c1,E-0016199,1.7
N#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2n1,E-0016200,2.2
N#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)nc2cnccc12,E-0016201,2.4
Cc1c(N)c(-c2ccc(OC(C)(C)CN3CCCCC3)cc2)cc2cnccc12,E-0016202,3.2
Cc1cc(-c2ccncc2)cc(-c2ccc(OCCN3CCCCC3)cc2N)n1,E-0016203,2.3
Cc1c(N)c(-c2ccc3c(c2)oc(=O)n3CCN2CCCCC2)cc2cnccc12,E-0016204,2.9
Cc1cc(-c2ncccn2)cc(-c2ccc(OCCN3CCCCC3)cc2)c1N,E-0016205,2.5
Cc1cccc(-c2ccc(OC(C)(C)CN3CCCCC3)cc2)c1N,E-0016206,3.1
Cc1cccc(-c2ccc(OCC(C)(C)N3CCOCC3)cc2)c1N,E-0016207,2.9
Cc1cccc(-c2ccc(OC(C)(C)CN3CCOCC3)cc2)c1N,E-0016208,3.5
Nc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2ncccc12,E-0016209,2.3
Nc1ccc(-c2ccc(OCCN3CCCCC3)cc2)c2nccnc12,E-0016210,2.0
Nc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2cccnc12,E-0016211,2.9
Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c(C)cc1N,E-0016212,2.6
COCCN(C)[C@@H](C)COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,E-0016213,2.4
COCCN(C)[C@H](C)COc1ccc(-c2cc3cnccc3c(C)c2N)cc1,E-0016214,2.4
COCCN(C)CCOc1ccc(-c2cc3cnccc3c(C)c2N)cc1,E-0016215,2.4
Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cccnc12,E-0016216,2.7
Cc1c(N)c(-c2ccc(OCC3CN(C)C3)cc2)cc2cnccc12,E-0016217,1.2
COC1CN(CCOc2ccc(-c3cc4cnccc4c(C)c3N)cc2)C1,E-0016218,2.5
Nc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2cnncc12,E-0016219,1.9
Cc1c(N)c(-c2ccc(OCCN3CC(N(C)C)C3)cc2)cc2cnccc12,E-0016220,2.1
COCCNC(=O)c1ccc(-c2cccc(C)c2N)cc1,E-0016221,2.2
Cc1cccc(-c2ccc(C(=O)NC3CN(C)C3)cc2)c1N,E-0016222,1.2
Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3cn[nH]c3)ccc21,E-0016223,1.8
Cn1ncc(-c2ccc3c(c2)cc(C(=O)NC2CCN(c4ccncc4)CC2)n3C)n1,E-0016224,2.0
Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3ccccc3)ccc21,E-0016225,3.6
Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3ccccn3)ccc21,E-0016226,2.2
Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3cccnc3)ccc21,E-0016227,2.3
Cn1c(C(=O)NC2CCN(c3ccncc3)CC2)cc2cc(-c3cncnc3)ccc21,E-0016228,1.7
Cc1nnc(-c2ccc3nc(C(=O)NC4CCN(c5ccncc5)CC4)n(C)c3c2)s1,E-0016231,1.5
Cc1nnc(-c2ccc3c(c2)nc(C(=O)NC2CCN(c4cncc(Cl)c4)CC2)n3C)s1,E-0016232,3.6
